name,hex,l*,a*,b*
100 Mph,#c93f38,47.31619655134659,54.061824678221626,35.326029326199084
18th Century Green,#a59344,61.032730089105044,-3.373507713891166,43.497401388584045
1975 Earth Red,#7b463b,35.806680781306355,21.449419009863107,16.44104073908639
1989 Miami Hotline,#dd3366,50.338736123129706,66.9058116785819,12.43693872827385
20000 Leagues Under the Sea,#191970,15.85713160362382,31.711767313423177,-49.57264378600963
21st Century Blue,#7fb9dd,72.51347101016484,-9.511513331119048,-23.941432799947627
24 Carrot,#e56e24,59.836423823401574,42.142328240911574,58.89557016699709
24 Karat,#dfc685,80.61177969579875,-0.1271653657141103,35.7894482068287
3AM Breakup,#330404,7.223017483247823,23.35624823532985,9.68084661590733
3AM in Shibuya,#225577,34.33068944461744,-5.025731914566705,-24.280639911380455
3AM Latte,#c0a98e,70.55032374056215,4.140637987012363,17.01675307026744
400XT Film,#d2d2c0,83.75757408915302,-3.1368569001587465,8.928926869039566
5-Masted Preußen,#9bafad,69.9264496364579,-7.314044286068633,-1.3233185577837148
8 Bit Eggplant,#990066,33.421509261941445,60.35734732624704,-13.878511447612873
90% Cocoa,#3d1c02,14.55337349936358,13.985065825106197,20.99672311013413
99 Years Blue,#000099,16.983693846996218,54.080068648205,-73.66151003264719
A Brand New Day,#ffaabb,78.22865347748386,33.41854549102591,4.2075112136853665
A Certain Shade of Green,#d1edee,91.81715908619377,-8.922228641317531,-3.5756547316980303
A Dime a Dozen,#d3dde4,87.56392260957357,-2.028358197926683,-4.578498951811971
A Frond in Need,#9f9978,62.93587401236367,-3.327537854776741,18.18059831797314
À l’Orange,#f2850d,66.279854309121,35.28084453467872,70.74770358250872
A la Mode,#f6ecde,93.82214427642636,1.0313827072125914,7.987394732035202
A Lot of Love,#ffbcc5,82.51886152635277,25.375702213147942,5.001497472204708
A Mann’s Mint,#bcddb3,84.82178086844694,-18.603325808366154,17.074686164045172
A Month of Sundays,#b0b2bc,72.69489401426449,1.2321079588185624,-5.320641602862608
A Pair of Brown Eyes,#bfaf92,72.10314576380783,1.0946474434025966,16.977592120785665
A Plum Job,#bb8aa7,62.955093893955265,23.29333846006143,-7.952320908196553
A Smell of Bakery,#f3e9d9,92.72613220040833,0.7144005956046806,8.98113388057602
A State of Mint,#88ffcc,92.18050631419558,-45.12470675532898,14.091238784257731
A Stitch in Time,#babccf,76.62450664289226,3.0126648722144656,-9.763608068209573
A-List Blue,#a9bfc5,75.90129008655637,-6.232778642929981,-5.547130924286181
Aaquatic Wonderland,#8bcecb,78.42725398575622,-21.713470247584297,-5.253529397635082
Aare River,#00b89f,67.11254557018555,-44.89297739951692,1.6780811419201846
Aare River Brienz,#05a3ad,60.9937637393071,-31.051107070728335,-15.201767660908727
Aarhusian Sky,#1150af,35.887902241072716,18.777430853050447,-55.78161210229426
Abaddon Black,#231f20,12.23187939064475,2.140518328292873,0.01397896892978423
Abaidh White,#f2f1e6,94.95057631607979,-1.5660799763164146,5.427523877511908
Abalone,#f8f3f6,96.29120343630079,2.1867692965338303,-0.8452870713357541
Abandoned Mansion,#94877e,57.20253639462436,3.2948730301761153,6.609060939054512
Abandoned Playground,#746e6a,46.85044921646902,1.5535350629714562,3.0616761288144057
Abandoned Spaceship,#747a8a,51.22883789716175,1.2759174999023015,-9.439621298694512
Abbey,#4c4f56,33.563394709077905,0.4005815186268469,-4.522947308289349
Abbey Pink,#cd716b,57.89834607120416,35.49322606461508,19.464789542604997
Abbey Road,#a79f92,65.81677328501887,0.6061825545750077,7.824686323921082
Abbey Stone,#aba798,68.43332967904331,-1.2385971993513767,8.272248774425606
Abbey White,#ece6d0,91.22587358808536,-1.6422612103134115,11.448510158535141
Abbot,#4d3c2d,26.73255516242891,5.012411706894565,12.11409258451377
Abduction,#166461,38.105260602281845,-23.185080404104276,-4.927205034893134
Abel,#f5ecda,93.65265044143958,0.04241611374966592,9.809161700631952
Âbi Blue,#5ba8ff,67.60992141001105,2.5747113300351177,-50.18124083260975
Abilene Lace,#eae3d2,90.36049768918083,-0.49073068838700884,9.148302696134403
Ablaze,#c04641,46.93743384961859,48.58426777750968,29.27162452459633
Abloom,#f1cbcd,84.9057379888993,13.672806549934025,4.007573235022788
Abomination,#77aa77,64.96449943758067,-27.302752878136438,21.04250867438473
Above Board,#e0ddbe,87.62023933130267,-4.122162051095835,15.613883076506795
Abra Cadabra,#966165,46.940737102935756,22.088219995376523,6.667131580994412
Abra Goldenrod,#eec400,80.54987061459231,0.501409653601903,81.89401992958287
Abra Purple,#462e6e,24.89522639730533,26.252488112775364,-33.379445068943724
Absence of Light,#15151c,7.041954701962645,1.8838072388399212,-4.87056379790417
Absinthe Dreams,#7f8b30,55.26857971233237,-17.327292425701522,45.536874288537554
Absinthe Green,#76b583,68.41434675607891,-30.805782635880462,19.235826830287127
Absinthe Turquoise,#008a60,50.7107217816598,-42.42791494582765,13.727857323114634
Absolute Apricot,#ff9944,72.53852374676947,31.661610186786703,58.87900531640231
Absolute Olive,#877d65,52.68384839339734,-0.28001544937322764,14.490852080672866
Absolute Zero,#0048ba,34.351119082885226,27.926920066392192,-64.79823801310216
Abstract,#e4cb97,82.61598751379672,1.3016984183553681,29.185564028681597
Abstract White,#ede9dd,92.35520020625556,-0.7126347586100534,6.30624250465035
Abundance,#629763,57.68415264244808,-28.59790002380841,21.98560236813112
Abura Green,#a19361,61.05299134814095,-2.2696163865086327,28.36359744493244
Abyss,#8f9e9d,63.93942477909151,-5.506849324204477,-1.2903780510079343
Abyssal,#404c57,31.685423773814165,-1.9295337389576561,-8.06997260703307
Abyssal Anchorfish Blue,#1b2632,14.676362638084342,-0.9399593881505297,-9.359283526380825
Abyssal Blue,#00035b,7.408148909279845,35.27773817577799,-49.731228876899465
Abyssal Depths,#10246a,17.516043171619266,21.004093720779714,-42.95614970295358
Abyssal Waters,#005765,33.46774918910216,-16.873496414479717,-14.444444406381907
Abysse,#3d5758,35.02864906240882,-9.439605646487713,-3.732205616445583
Abyssopelagic Water,#000033,2.1580891507511524,15.165087260816321,-30.061981080155363
Acacia,#dbcd64,81.6448513228493,-8.444394840993963,53.249493143489104
Acacia Green,#486241,38.71576975360631,-16.776053994757206,15.757239000544088
Acacia Haze,#969c92,63.61980775446243,-4.073304371931819,4.4899470258574325
Acacia Tree,#a69d64,64.2757203972651,-5.268141221032085,30.996865559639765
Academic Blue,#2c3e56,25.72029573033626,0.2502908678000404,-16.66683614903025
Academy Grey,#79888e,55.7111684724603,-4.116938452629116,-5.050845696321726
Academy Purple,#525367,35.90611744802554,4.335012474837196,-11.649630989053183
Acadia,#35312c,20.57823855864605,0.718941767603759,3.8349909715420183
